# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3M of event 'cpu/cycles/P'
# Event count (approx.): 2174006282803
#
# Children      Self  Command  Shared Object         Symbol                    
# ........  ........  .......  ....................  ..........................
#
    99.87%    99.17%  msfw     msfw                  [.] evaluate_packet
            |          
             --99.85%--evaluate_packet
                       |          
                        --0.52%--0xffffffffaaa00f0b

     0.52%     0.00%  msfw     [unknown]             [.] 0xffffffffaaa00f0b
            |          
             --0.52%--0xffffffffaaa00f0b

     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae02519
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaa01170
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec69cf
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae024bc
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac0847f9
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae89000
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec9b76
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab0a83c0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6be5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaef1d60
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee6e3b
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0245c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee6e43
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae3a9da
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec7baa
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab0ac456
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad432d2
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae022d6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe8f89e
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec9432
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaecd2b5
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec9af9
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec9b04
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec7c33
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae025c5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae01cec
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec9435
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaade99af
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee6d81
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae44d15
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabaf948f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaba667c1
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac0655ca
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf9a07
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabd499c4
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae96f3f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0c065
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0c560
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae218bd
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0bfa9
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0289c
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaa011f9
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf416f
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21f5c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21f60
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae2219c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc1d94fa8
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad51785
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21b89
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21b92
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae01b43
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae2190e
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae96cd5
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21f99
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae219e1
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae025e1
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21aea
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec69a2
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae2e835
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee0135
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabc0ee3e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabc0efef
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0ace0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac094f46
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae02633
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae027c4
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21ef5
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae02727
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21a0c
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21a83
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae025fb
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae02602
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21fd3
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaecda6a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee63cc
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21fc2
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae23a6c
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae3dd64
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae3dd66
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae02215
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21a19
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaacfb24c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac094f45
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae024a2
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe0b5f5
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6beb
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6bed
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae02645
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae02649
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae218b9
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0262c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae2191a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac080e0b
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac094f49
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaef1bfc
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6a02
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaecaaae
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaebebc9
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaebebc0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae220dc
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaa015ec
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac080d66
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae2205d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae22060
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae025ee
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21ba8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae4c441
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec941a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec9421
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae019a5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae4c44b
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae220c7
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0281d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae4c454
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad98a4e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac080d68
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf4e9c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0247c
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee6f3d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac094e83
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf4169
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6d1f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec69cb
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0c109
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae22089
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad989c6
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaa015c2
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec7e00
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad992f0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaeca58b
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf4ec6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf4ec9
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0b5ad
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac065aaf
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadd3326
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae96d09
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaef1ccf
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab0a8494
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaef1c02
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaef1c07
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad36637
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf4e23
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaac9fed0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac0847f5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac06943a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae02463
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaeca4fb
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeca501
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac094686
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac0655b6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf4f5a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0a038
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee6dfd
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae9603b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaa00fab
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaecd2b0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaade99a9
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf84bf
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaba5b293
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaba67479
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabaf85de
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac065e04
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc045745a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabdcd0e9
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee6d7b
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab0a841b
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad989a8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae22195
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae220ce
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae2209c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee5f04
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae96d9d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee0168
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad0c0e3
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad0c0e6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae01a23
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae221a6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6d2a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae2e926
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf4213
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac080ddf
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad51770
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad51773
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf3f65
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec9b9d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21eef
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21ef1
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee0133
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0c1fa
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad98620
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21923
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac080d9a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac080d9d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee093d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabc2d0f6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21914
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec9a4d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf417c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc1d97a4d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad51778
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0c0f0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac094e79
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0307f
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee6de8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae934f5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaade9a2c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae01b41
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaf0d39d
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae221c8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae01945
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac094e8a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaecda69
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae2e830
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf41be
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee6e0e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee6e11
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae219e6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaacfb248
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabd80e57
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabd75d07
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac0843c8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaa0160a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae2197d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadef035
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaa01177
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0c575
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0c576
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec9083
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad0c05a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae22164
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac065e24
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac080d79
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaecdadb
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae01a16
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac0946b8
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae02733
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae02638
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaade9a0a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae01b45
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac09468c
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad989c4
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae01a4c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee6da7
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec5adb
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec5add
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae01948
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec695e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21fe8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaecdae2
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadfa13b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadef06f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec9366
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadeef76
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaa01576
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad98996
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec7cbf
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac0653a4
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae019e1
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae21f27
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc045908a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabd57f6d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf3f28
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf4e16
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae4c46d
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad51910
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6955
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6956
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae3dd60
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae02480
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac080db5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadbb85e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6960
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac069444
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae22169
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae020c7
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec9043
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae019e4
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad98df3
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae025cc
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae026a6
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad98a50
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae01c90
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec6c07
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0266c
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaee012f
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6d1b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0bf85
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec4452
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffab0a842c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21fa6
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad0c010
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaee0842
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0217c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadd3342
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae027b4
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae021d7
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0b7c4
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0212b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae21fdb
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae3dd7e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae3dd80
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf4204
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf4208
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadfa285
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae2e96c
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0c2db
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae0c2e1
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec5b2a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadfa27e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaa016be
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad98e08
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae73842
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae03041
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffab62cbc4
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec6be0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf4e00
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae04dde
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabea4a5a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad0c062
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad0c06b
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae02800
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae01ce0
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaad37ad0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaad37ad5
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae024f2
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaec70c1
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffac0945e0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaac9fed1
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac07fe36
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae09f31
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabd5bb3e
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf621c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffac0945e5
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe8eee6
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae26c50
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae26c57
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaac07ac6
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf4a1a
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0c3182f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadfef33
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0c03faf
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0c2e059
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae44d10
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabe8eb88
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaec93c0
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaac966f8
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffc0496ded
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaecaa99
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadf421a
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae938d4
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae938db
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae025e3
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaadfa33c
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae218d4
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadf4f5e
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaadd322b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabc0efbc
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabc0da95
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffabc0b896
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae01a1f
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae01a65
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae93729
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaae9372b
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeda653
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaaeca3a7
     0.00%     0.00%  msfw     [unknown]             [.] 0xffffffffaaeca3aa
     0.00%     0.00%  msfw     [unknown]             [k] 0xffffffffaae0c090
